-27.3865965686946,63063.0296792452
-27.3865966323431,63063.5219795351
-27.386596633094,63063.528057361
-27.3865966393626,63063.5790705569
-27.3865966541736,63063.7015965163
-27.3865966915692,63064.0246914933
-27.3865967454374,63064.5320972308
-27.38659680762,63065.2038674992
-27.3865968383925,63065.5865887462
-27.3865968435472,63065.6551357133
-27.3865968522396,63065.7741481279
-27.3865968655632,63065.9659869741
-27.3865968903067,63066.3606962566
-27.3865968933232,63066.4131277329
-27.3865969126193,63066.7792467305
-27.3865969144432,63066.8172086828
-27.3865969225321,63066.994756985
-27.3865969320731,63067.2285155661
-27.3865969540786,63067.973844168
-27.3865969577878,63068.1729075581
-27.3865969578979,63068.1796789711
-27.3865969596316,63068.2965569869
-27.3865969599639,63068.3217384136
-27.3865969607655,63068.3877521561
-27.3865969623942,63068.5613900813
-27.3865963481175,63061.5759382211
-27.3865947599022,63055.057904095
-27.3865950084744,63055.8608539803
-27.3865950760505,63056.0878510341
-27.3865951007016,63056.1716662947
-27.3865951667406,63056.3989768285
-27.3865952063821,63056.5374356856
-27.3865953967156,63057.2251116284
-27.3865954657402,63057.4847460578
-27.3865940411292,63052.9623597294
-27.3865942701428,63053.598813631
-27.3865928762012,63050.0550944524
-27.3865934746046,63051.487703241
-27.3865906293323,63045.445078703
-27.3865856753997,63037.595185634
-27.3865857580054,63037.7098695992
-27.3865846957547,63036.265848932
-27.3865850888364,63036.7926281016
-27.3865707781236,63021.2306278695
-27.3865615764888,63013.4875083895
-27.3865586372247,63011.2328895375
-27.3865477062799,63003.5270855971
-27.3865372204276,62996.9062242944
-27.3864874231473,62971.4217450678
-27.3864254773648,62946.9399486612
-27.3862393493429,62892.7883109839
-27.3860910197259,62859.4291727837
-27.3859389554296,62830.0186056619
-27.3858699209938,62817.8012346905
-27.3857828498344,62803.191797976
-27.3857496696743,62797.8317285428
-27.3857435737189,62796.858446105
-27.3857155781468,62792.4326653714
-27.3856856710275,62787.781665863
-27.3856852162598,62787.711536614
-27.3856702351939,62785.4110225513
-27.3856619805245,62784.1513664867
-27.3855570927709,62768.605408409
-27.3855109766001,62762.0194665104
-27.3855109790146,62762.0198076334
-27.3854727091139,62756.6598688508
-27.3854433788102,62752.6134617372
-27.3852579245718,62728.1389410416
-27.3852481714778,62726.9002984466
-27.3851916456143,62719.80806465
-27.3849236415681,62687.9751153206
-27.3848545099186,62680.1865821509
-27.3847133911755,62664.753524554
-27.3846849869765,62661.7178991403
-27.3846097353623,62653.7828873735
-27.3845596004706,62648.5794927652
-27.3844995274239,62642.4282523411
-27.384387108447,62631.1491962483
-27.3840106308994,62595.3294044632
-27.3839992909539,62594.2924154035
-27.3839018924887,62585.4773522927
-27.3838713694412,62582.7477566103
-27.3837468579338,62571.7682846185
-27.3836490205211,62563.3082241682
-27.3833720781518,62540.0942418301
-27.3832657773207,62531.4501156241
-27.3832026449678,62526.3815403307
-27.3831708700111,62523.8483245327
-27.3831480570368,62522.0368285544
-27.383121940578,62519.9703550515
-27.3831040257843,62518.5573285362
-27.3830536548508,62514.60363426
-27.3826785069851,62486.0008140786
-27.3826126513351,62481.1233289399
-27.3825287033641,62474.963945714
-27.3823520943404,62462.2100464916
-27.3823402403529,62461.3635954094
-27.3822869214246,62457.5707741886
-27.3822062421572,62451.8760206939
-27.3821566190932,62448.399334892
-27.3821305455681,62446.5803594578
-27.3820531498931,62441.2120313884
-27.3820245997437,62439.2432901663
-27.3819743502534,62435.7930931846
-27.3818833192255,62429.5902067427
-27.3818716293241,62428.7980085425
-27.3818354384874,62426.3516308741
-27.3816445342042,62413.5983048591
-27.3816123895948,62411.4752295779
-27.3816040689458,62410.9267867474
-27.3815428797014,62406.9075504984
-27.3815353327313,62406.4135147254
-27.3813470414373,62394.2048001824
-27.3813149979555,62392.14905025
-27.3812822384863,62390.0538028455
-27.3810194481878,62373.4745554694
-27.3809700401133,62370.4013909589
-27.3808764227999,62364.6152093137
-27.3808542095314,62363.2492450931
-27.3808256629284,62361.4976976174
-27.3807435379647,62356.4827360129
-27.3807090024198,62354.3843376236
-27.380549369645,62344.7639856844
-27.3805205925123,62343.0432837959
-27.3803531791784,62333.6180850861
-27.380335666657,62332.0817065714
-27.3802645139877,62327.90730003
-27.3800846125617,62317.4562384725
-27.3800478456589,62315.3381704118
-27.380003306597,62312.7803122763
-27.3799672035444,62310.7132639052
-27.3796644337236,62293.5953555557
-27.3794647957046,62282.512142532
-27.37936159474,62276.8435978559
-27.3793573215237,62276.6097564455
-27.3791182039981,62263.6328553207
-27.3790949051846,62262.3795949264
-27.3790002749632,62257.3092619373
-27.378772535392,62245.2348262388
-27.3786827633966,62240.5236093058
-27.3785456260038,62233.3779607957
-27.3784215082073,62226.9630001284
-27.3784127260353,62226.5109492913
-27.3781551592516,62213.3592785203
-27.3781425548509,62212.720868647
-27.3777538491725,62193.2615434969
-27.3775573886832,62183.5891069736
-27.3773785839972,62174.8769036062
-27.3768118814743,62147.8089181619
-27.3765813475995,62137.0226914962
-27.3765814511619,62137.0275089425
-27.3763255454198,62125.1985238823
-27.3750301395886,62067.4616704541
-27.3749638784534,62064.5976301012
-27.3749064992026,62062.1240802108
-27.3748948936187,62061.6245162806
-27.3747511437111,62055.457201773
-27.374511860029,62045.2736148885
-27.3744609924681,62043.1217943002
-27.3744570478325,62042.955115307
-27.3743935296521,62040.2748999024
-27.374128546544,62029.1682109575
-27.3735901375758,62006.9587835219
-27.3735902460972,62006.9632132266
-27.373531954799,62004.5864914929
-27.3731255281296,61988.1604762885
-27.3730917068635,61986.8048071805
-27.3725589199035,61965.6687819384
-27.3725327593096,61964.6413954809
-27.3723813117041,61958.7123896819
-27.3723438127831,61957.2492339911
-27.372292354329,61955.2445265111
-27.3722107312797,61952.0720558085
-27.3721645338403,61950.2804725614
-27.3719409164341,61941.6486231236
-27.3718175318703,61936.9140443021
-27.3717549703718,61934.5209527665
-27.3717362923163,61933.8074613024
-27.3717220723887,61933.2645685006
-27.3712165380096,61914.1299786743
-27.3711786060305,61912.7070198709
-27.3711453048897,61911.4592221672
-27.3710698126984,61908.6354912858
-27.3707712520256,61897.5347544734
-27.370693213684,61894.6505273396
-27.3704763909463,61886.6738973103
-27.3704724918939,61886.530948862
-27.3701722432236,61875.5745679163
-27.3701553120708,61874.9597283287
-27.3698718403169,61864.7123455297
-27.3697324559499,61859.7055167643
-27.3696745128516,61857.6302331432
-27.3695538762848,61853.3208973082
-27.3695256970739,61852.3164895404
-27.3693805411805,61847.1557003372
-27.3692830283503,61843.700995321
-27.3692606357141,61842.9090391234
-27.3691715120575,61839.7620777263
-27.3689659840104,61832.535413913
-27.3688018037164,61826.7928131986
-27.3681079392193,61802.8109312982
-27.368106724155,61802.7693338401
-27.3677348412237,61790.1016015385
-27.3677101890862,61789.2662902737
-27.3676213148135,61786.259397763
-27.3669700021631,61764.435032929
-27.3669436867479,61763.5609201451
-27.3669388820109,61763.4013855608
-27.3668049216526,61758.9612436997
-27.3667985292041,61758.7497410362
-27.3666244293996,61753.0024920168
-27.3665579870575,61750.81575711
-27.3661192888513,61736.4675224731
-27.3660719430854,61734.9282427699
-27.3657994299663,61726.1027613824
-27.3653591148252,61711.9642537227
-27.3649670666704,61699.4984781018
-27.3648070488075,61694.4429635261
-27.3646893914903,61690.7375987819
-27.3640941645547,61672.1428935597
-27.3637996736948,61663.0340571805
-27.3635790382975,61656.2481267173
-27.3635094622367,61654.1149762843
-27.3634874649703,61653.4412254752
-27.3632080226485,61644.9099861117
-27.3631720547907,61643.8156157991
-27.362431966065,61621.4811460582
-27.3621175041351,61612.0949669877
-27.3617775606391,61602.0157814883
-27.3613912686967,61590.6458245747
-27.3610993766643,61582.1120867805
-27.361035779296,61580.2592506181
-27.3610184230076,61579.7539956795
-27.3610105125703,61579.5237736336
-27.3608948532133,61576.161728394
-27.360860347128,61575.1601539427
-27.3608311830036,61574.3141589203
-27.3608080474525,61573.6433817618
-27.3602628693581,61557.9230536105
-27.3600650025436,61552.257835638
-27.3600248422993,61551.1105711085
-27.359805039151,61544.8467207989
-27.3596558772944,61540.6106013187
-27.3596247400293,61539.7278001162
-27.3593423661964,61531.7451148606
-27.3592262647165,61528.474940514
-27.3592177717339,61528.2359953158
-27.3590954386842,61524.7983285792
